author,dates,likes,Comments
@callisto2515,2024-07-13T05:25:07Z,0,"Gue paham iri itu tidak baik. Tp faktanya gue emang agak ngiri jg yg dg orang yg diberkahi otak jenius apalg ada plusnya trlahir dr keluarga mapan yg sehingga bisa asah kemampuan atau punya waktu buat explore ini itu krn kegiatannya fokus utk belajar. Puji syukur gue emang ga bodoh si, juara kelas jg tp tidak sejenius itu jg 😂 Dan ketika di kampus gue ketemu bnyk orang yg kemampuannya lebih jg. Jadi jujur ngeliat orang² memandang dunia intelektual lebih itu emang bagus dan menarik, makanya di situ gue ngiri juga ya 😆 pengen bisa begitu tp gue tidak sejenius itu 😂 gue bisa lulus IPK 3, tidak cumlaude dg berjuang aja uda brsyukur"
@mirnawatidewi5810,2024-07-13T05:23:35Z,0,Ibnu dari Unhas 😢
@darwinisya1164,2024-07-13T05:06:51Z,0,Salut buat peserta champions
@chandrapurba7547,2024-07-13T05:05:44Z,0,Netizen suka hujat karna mereka iri😂
@Hoshite,2024-07-13T04:54:34Z,1,Semoga di next generasi kalian bisa menjadi orang yg mengantikan sistim kerajaan di Indonesia😊
@user-tb8kj5ie7x,2024-07-13T04:50:47Z,5,"TOLONG DONG TELEVISI INDONESIA ANGKAT ACARA INI !!!
BIAR JADI MOTIVASI ADEK ADEK INDONESIA"
@CODiBOY,2024-07-13T04:49:22Z,0,Seharusnya dikasih tau nilainya berapa dan cara menghitung.. jd yg kalah di chalenge ke 2 ga penasaran gmn cara ngerjain nya
@ervinota4332,2024-07-13T04:48:33Z,0,Sambil nunggu update an Sampai nonton 2X
@jesikakandami627,2024-07-13T04:48:15Z,0,Ruang guru ga ada yah buat mahasiswa?
@bintimahmudah9264,2024-07-13T04:47:05Z,0,Ini tontonan mendidik gaisss😊
@user-vc2dr6fr8s,2024-07-13T04:39:15Z,0,"Yesaya agak sok""an padahal gak bisa"" dari round 1 sama round 2"
@RikudouMinggu,2024-07-13T04:39:14Z,0,gue jadi minder lihat orang orang berprestasi dan pintar di bidang nya
@risaumi5031,2024-07-13T04:37:52Z,0,"Aku nonton sambil iri krn tidak secerdas mereka, dan sambil berharap semoga anak2ku kelak bs menjadi manusia2 hebat berbakat berguna utk semua 😊"
@radiyanapryga9491,2024-07-13T04:34:57Z,0,"Merinding banget nonton nya di akhir akhir episode, ini aku nonton gimana yang turnamen😅"
@dekayuliana4436,2024-07-13T04:32:37Z,0,kereennnnnnnnnnnn
@animr7784,2024-07-13T04:17:46Z,0,Cuma nonton aja gaikut mikir gue pusing bgt
@nimasayuparamita2757,2024-07-13T04:16:43Z,0,"Sambil elus² peruttt .. semoga anak² gue jadi anak cerdas, sehat beruntung, uwww kece kalian jadi pgen ikott wkk"
@Riltroper,2024-07-13T04:16:33Z,0,"Mantapp🔥🔥 konten, acara, tontonan berkualitas"
@triskaitama3675,2024-07-13T04:07:31Z,0,#trending
@firdaoctafsafina1205,2024-07-13T04:01:07Z,0,"Jangankan yang main,gue aja yang nonton merinding discowwwwww😂"
@rifameri7564,2024-07-13T03:54:07Z,0,Merinding liat nya semoga nular ke anak ku NNT aamiin
@youtubeku845,2024-07-13T03:54:04Z,0,Vibes kaya film squid game ga siiii.mntaabbb
@aangismael2276,2024-07-13T03:51:49Z,0,Viralkan..😊
@miniopus7224,2024-07-13T03:46:28Z,0,"kok merinding yaaa baru nonton opening doang padahal wkwkw kaya terharu banget ya allah jadi keinget adek sendiri terus kalo liat gini, pinter pinter bangeettt🥺🥺🥺 keinget adek soalnya dia taun ini jg mau jadi mahasiswa alhamdulillah lolos jalur utbk di kampus negri. so proudddd❤❤❤❤❤"
@deliyaniekaputri1333,2024-07-13T03:40:49Z,0,Nontonlah ya sapa tau nular pinternya
@matchalatte820,2024-07-13T03:39:25Z,0,Yg bikin soal nya pasti pinter bangettt
@user-qh1wr6jm2t,2024-07-13T03:33:27Z,0,Kalian semua yg ke elim... Kalian hebat semua ko... Tinggal di tingkatkan saja fokus nya
@bonorbonsai9500,2024-07-13T03:28:36Z,0,Ghaza anaknya AA gym bukan sih? Masyaallah pinter2 bgt ya anak muda skrg
@jesicadwiputri1552,2024-07-13T03:24:08Z,1,Liat orang orang yg pinter bahagia banget jadi kyk gue yg bahagia 😭
@amelkinochan744,2024-07-13T03:21:43Z,0,Yg ronde 2 bs hitung satu menit dong aku wkwkwkwk
@debbiedelacrus8882,2024-07-13T03:21:16Z,0,"Keren , lbh suka in dari pada yg joged2"
@adri4689,2024-07-13T03:19:29Z,0,Trofi UCL masuk Ruang Guru juga toh
@1MSp88,2024-07-13T03:17:24Z,1,Ini baru acara anak2 muda 🎉🎉🎉🎉
@Fortune-ly3em,2024-07-13T03:15:59Z,0,Aku apa atuh rempahan rengginang haha😂
@sabrinahakim163,2024-07-13T03:09:40Z,0,Anak STAN kok ga ada ya
@faradewi7413,2024-07-13T03:06:24Z,0,Buat yg gak lolos kalian ttp semangat kalian itu hebat so kalian akan berhasil juga nanti ❤❤❤
@suryantisk,2024-07-13T03:05:22Z,0,Ikut bangga Indonesia punya game yang sangat bagus.... salut sama anak2 hebat yang menjadi kebanggaan indonesia
@user-gn2tg2mc8z,2024-07-13T03:03:10Z,0,Kesini gara2 TikTok haha
@SahrudinCoverChannel,2024-07-13T03:02:47Z,0,Viewnya tinggi amat
@vandamomsky4782,2024-07-13T03:00:31Z,0,"Terus semangat buat2 anak2 yang tereliminasi, kalian tetaplah anak hebat dan akan sukses, bermanfaat buat bangsa"
@ekanurhidayah7744,2024-07-13T02:58:52Z,0,Yg tereliminasi kalian keren. Kalian semua yg lolos atau ga lolos adalah orang terpilih semuanya keren. Belum tentu aku juga bisa sih hahaha
@asepgugi3797,2024-07-13T02:58:06Z,0,bung rocky gerung VS bang otman pariss. lebih ideal di adu disini drpd d ring tinju..
@yudaprasetya2428,2024-07-13T02:50:22Z,0,"Sedang menunggu yg komen ""itumah udah biasa lihat tuh Thoriq 2 bulan dah haji"""
@farradebba403,2024-07-13T02:47:25Z,1,Konten yang seperti ini harus di support untuk indonesii proud of you all the member class of champions🎉🎉
@sucisrilestarihasapen404,2024-07-13T02:41:24Z,4,Menonton ini jadi merasa terharu karena baru nyadar Indonesia punya banyak generasi hebat dan luar biasa yg semestinya bisa membawa negeri ini menjadi lebih baik di masa depan
@farhannugraha1865,2024-07-13T02:40:04Z,0,Soalnya ga dikasi liat ya?
@meccaaulia3872,2024-07-13T02:36:38Z,0,"keren"" bgt🥹"
@anggiagarnesiasari22,2024-07-13T02:31:55Z,0,"Keren keren parah sih semua nya, gak kebayang gimana kekuras otaknya. Bukan masalah hitung hitungannya doang tapi berburu waktu dan kursi dengan para peserta lain itu yang bikin nambah deg deg an dan mengganggu konsentrasi. Menarik banget acaranya, fresh, dan berkualitas. Semoga makin banyak acara acara berkualitas kayak gini supaya tontonan kita pun semakin berkualitas. Semoga ini semua pure yah, jangan ada setting setting an. Tanpa setting an pun mereka semua udah keren kok. Pertahankan ruang guru, kita bantu buat ningkatin view biar viral, semangatttt!"
@LALA-re8yy,2024-07-13T02:31:23Z,0,Bukan anak kuliahan tapi ikut bangga banget kalau ada acara kaya gini. Semoga anak bangsa ini bisa maju terus membanggakan negera
@dwipuspitasari8513,2024-07-13T02:31:02Z,0,"Semoga anak""kita semua diberi kepintaran dan kecerdasan seperti merekaaa,,,aamiin suka bgt ngikutin acara ini ,lanjutt ruang guruu👏"
@gegebatam7188,2024-07-13T02:26:16Z,0,"Kalian bisa ada disana adalah orang pilihan pintar dari antara yang pintar. Jangan pikirkan apa kata netizen. 
Kalian semua luar biasa."
@Arwen31-ih7eo,2024-07-13T02:26:10Z,0,Sakira hebat bgtt
@Itsric_dm,2024-07-13T02:23:35Z,0,Semoga bisa nular aminn
@istiamalia4709,2024-07-13T02:21:28Z,0,Ini acara yg harus masuk ke televisi sihhhh
@Anggamegaputra,2024-07-13T02:21:08Z,0,Seru banget ya nontonin orang2 pinter wkwk
@Ribet11,2024-07-13T02:14:41Z,0,Still no english sub😂
@norisusanti8301,2024-07-13T02:14:00Z,0,"Ga pinter matematika tapi suka matematika apalagi liat yg pinter matematika, semoga anak aku bisa pinter kayak mereka 😍"
@lailystaffbighit3906,2024-07-13T02:11:23Z,0,AAAAA IKUTAN KETAR KETIRR
@ayuaksemarang6830,2024-07-13T02:10:17Z,0,Syakira the best🎉
@muhammadgerald1967,2024-07-13T02:05:32Z,0,merinding aku lihatnya😂
@hasriadijusi,2024-07-13T01:57:24Z,0,"BUAT LYCA, gausah takut untuk dihujat netizen😅. Kamu berada diacara ini aja udah luarbiasaaaaaaa kereen."
@GudangGorden,2024-07-13T01:48:49Z,0,keren bangettt
@sifafau,2024-07-13T01:46:50Z,0,"Nonton ini sampe terharu, bangga banget sama kalian semua"
@NoviaagustinaEffendi,2024-07-13T01:41:30Z,0,Merinding orang-orang hebat semua🤩
@suhelmi4264,2024-07-13T01:40:18Z,0,Duhh penasaran nunggu episode 5.shakira Ama Xaviera lolos ga ya.kmrin eps 4 team Shakira ketat banget lawan team Kenji.
@intannurdwiyanti4014,2024-07-13T01:39:38Z,0,W pernah ujian begini pas test di net dlu wkw
@sofiatanuja5045,2024-07-13T01:35:34Z,0,Bismillah bisa pintar kayak kakak² itu ❤
@happyprawira4163,2024-07-13T01:35:23Z,0,Masya Allah
@tirandaagustina3209,2024-07-13T01:27:19Z,0,"anak anak ku jg secerdas mereka aamiin,"
@gendut4818,2024-07-13T01:27:11Z,0,"Apalah daya aku yg isi otak intel pentium RAM 500kb, VS Otak Super Komputer 😢"
@DesYRamadany-hd5nw,2024-07-13T01:25:56Z,0,Tim Yang kesini nyari xaviera
@Ummicipa,2024-07-13T01:24:40Z,0,Seandainya ada kelas untuk ibu2 ky saya..
@ade_asmaranti9571,2024-07-13T01:23:32Z,0,"Nonton ini, sambil merinding, liat begitu aAMAZINGnya anak bangsa yang hebat² ini...Terimakasih RUANG GURU"
@gawanjr,2024-07-13T01:10:48Z,0,terharu😢😭dengan game ini
@anggrenanggren9296,2024-07-13T01:10:44Z,0,Gpp...kalian org2 pintar dan org2 pilihan...tetap semangat kalian😊
@deliya4251,2024-07-13T01:05:07Z,0,Jadi pengen ikut ngitung . Soalnya apaan ya😂
@juragan88suksessejahtera48,2024-07-13T00:58:58Z,1,"Yossi 
UI mana GPAnya ko ga ada, diumpetin kaya umur aja 😅"
@open25824,2024-07-13T00:47:54Z,0,Acara bagus nih
@ibnuazka5524,2024-07-13T00:41:45Z,0,itu yang songong blg gampang parah sih.
@juragan88suksessejahtera48,2024-07-13T00:40:19Z,1,"Yesaya ini sih KEGAMPANGAN, taunya ga lolos ANDA COCOK JADI POLITIKUS 😂"
@kartikaayubarbara5322,2024-07-13T00:39:04Z,0,Mereka makan apasi???
@dianherlina5163,2024-07-13T00:36:41Z,0,"Anak orang kaya semua ini kyanya,😊"
@annisahanifa6111,2024-07-13T00:29:24Z,0,Nangis krn waktu seleksi masuk PTN gak lolos jalur apa pun. Ternyata pinternya masih jauhhhh bgt buat lolos PTN. Semoga kelak keturunanku bisa dapat pendidikan terbaik lebih dr aku. Aamiin.
@annisahanifa6111,2024-07-13T00:29:13Z,8,Nangis krn waktu seleksi masuk PTN gak lolos jalur apa pun. Ternyata pinternya masih jauhhhh bgt buat lolos PTN. Semoga kelak keturunanku bisa dapat pendidikan terbaik lebih dr aku. Aamiin.
@RahmawatiSanudji,2024-07-13T00:28:30Z,0,MasyaaaAllaaaahhh kereeeennnn 🎉
@diaryibunabil,2024-07-12T23:47:11Z,1,Cung ibu2 anak 2 yang nonton sambil MELONGO 😮
@ayurosarum5137,2024-07-12T23:29:18Z,0,maaSyaa Allah
@wartaka1797,2024-07-12T23:23:49Z,1,"Belajar nya bagaimana itu ipk bisa 5.0 🙈terakhir ipk saya 3,48 / 4.00 aja susah nya minta ampun 🤣"
@alstudio_drone,2024-07-12T23:12:47Z,0,Bukti di indonesia Banyak Orang Pinter.
@muhamadhabibiesaifullah6554,2024-07-12T22:59:57Z,0,Ikut tegang😅
@ovioctaviani3752,2024-07-12T22:58:12Z,0,Aku bisanya ngitung duit 😢
@akbarrusyd4629,2024-07-12T22:53:02Z,0,KENAPA ADA BINUS SI ? INI BUKAN LOMBA KAYA HAHAHA
@NiaRtnsri,2024-07-12T19:56:35Z,0,Tim org goblog bgt tpi suka org pinter😭
@user-rn5ji4ok7k,2024-07-12T19:29:01Z,0,"Semangat guys, kalian keren bgt bgt!! :)"
@tass_merah7964,2024-07-12T19:20:36Z,0,"Tes pertama itu tes koran, gue pernah ikut waktu tes masuk bca. Keinget bgtt waktu itu lolos, gak lolosnya tahap wawancara karna gak boleh pakek hijab😢 huhuuu pengen bgt balek masa mudakuu"
@wahyunugroho7933,2024-07-12T19:16:18Z,0,Boti semua anjir
@KRYPTON1140,2024-07-12T18:53:14Z,0,Ipk under 2 nontonin org diatas rata rat
@AmaliaMaratussholichat,2024-07-12T18:46:38Z,0,Berasa nntn squid game versi pinter 😭😭😭
@jennyoktavia2770,2024-07-12T18:08:13Z,0,"Kemampuan ku mgkin memang ga seperti mereka..
Tapi liat mereka dsitu..kaya pengen ikutan gabung gt buat mengasah kemampuan..
Suka sekali liat program mengasah otak seperti ini..
Semoga semakin diperbanyak ya..."
@revaamelia6568,2024-07-12T18:04:16Z,0,harusnya konten begini di viralin bulan 2bln naek haji
@user-ic3fm8hp6w,2024-07-12T17:37:39Z,0,"vibes nya kaya lagi nntn, drakor piramida game gitu😓😓"
@TaufikHidayat-li7ts,2024-07-12T17:28:00Z,1,Keren banget sumpah
@Syaharmansulthan9371,2024-07-12T17:19:00Z,1,Kalau saja tiap Kabupaten di NKRI mengadakan kompetensi macam ini
@ZofiyaKazimir,2024-07-12T17:12:25Z,3,"yallah sampe nangis pinter"" banget masyallah❤❤❤"
@essejuicy6109,2024-07-12T16:57:03Z,1,"asli merinding bgt dari awal tegang puncaknya di akhir , keren"""
@restuamaliya8934,2024-07-12T16:48:22Z,1,ga ada anak bsi nih?
@sulindroprabowoprabowo7489,2024-07-12T16:47:09Z,1,UI memang yg terbaikk ya TAPI TIDAK DENGAN BEM NYA GAK NGOTAKKKKKK
@riothollen318,2024-07-12T16:38:12Z,6,Mungkin dengan acara2 kayak gini IQ Indonesia nggak tertinggal lagi di ASEAN. 😂
@poniariramdanifariansyah6514,2024-07-12T16:24:32Z,0,Keren sih ini
@lukikasya,2024-07-12T16:20:31Z,1,Intinya sepintar2 nya org kalah sama org dalam saat mencari kerja 😅
@yogaprakastiawahyudi3570,2024-07-12T16:19:30Z,0,Saya yakin semuanya bakal kerja di tempat yang beken 😂 jujur saya insecure hanya penikmat ipk 3.30 di univ swasta wkwkwkw
@wahiddextrose4319,2024-07-12T16:10:44Z,0,"Angka 1,2,3 dst masing2 ada brp lalu dikali jumlah nya lalu ditambah gitu gk ya 😅"
@wwhynngsh7489,2024-07-12T16:02:56Z,0,"agas : aku beneran merinding loh
aku dari tadi udah merindinggg gas😭"
@drawithmay,2024-07-12T16:02:05Z,0,UPI mana UPI 😂😂😂😂
@nayaaurora3142,2024-07-12T16:00:36Z,0,Aq dah tua Seneng bgt Nonton ginian
@nayaaurora3142,2024-07-12T15:59:12Z,0,Jangan berhentiiii yaaaa
@jalil_safvronis,2024-07-12T15:56:59Z,0,Yesala teknik sipil songong amat. Merasa paling pinter
@risbon5086,2024-07-12T15:50:45Z,0,Gils sama yg nonton merinding
@fa_rahmi212,2024-07-12T15:47:09Z,0,Suara naratornya kaya yg di Squid Game ☺☺
@winartiwinarti812,2024-07-12T15:47:03Z,0,Kenapa langsung keinget University War yhh😂😂
@user-ne1ov6tg4t,2024-07-12T15:45:47Z,2,Syp tau lgi hamil lihat ini anaku jdi pinter jenius aamiin 🤲🥰
@Aline_201,2024-07-12T15:35:16Z,0,"fahmi,Ibnu sma emilda kasian bgt😢"
@zulfakumala9003,2024-07-12T15:24:45Z,0,Kampusku brawijaya cuma 1 wakilnyaa syemangat
@indriani3605,2024-07-12T15:23:53Z,0,kerenn❤❤
@takerurahmad2762,2024-07-12T15:20:51Z,2,"Minusnya bisa asal-asalan nebak, pihak penyelenggara tidak memberikan sangsi atau hukuman dengan asal menebak, contoh ronde 1 dimana 10 orang paling save tapi ada beberapa kali saya lihat orang tersebut menebak terus, artinya dia asal-asalan, coba kasih hukuman cuma boleh 3x menebak, jadi bisa lebih sportif. Untuk acaranya saya suka."
@YuliYani-oc6ur,2024-07-12T15:18:15Z,0,Ya intinya teliti konsentrasi dan tenang
@egifamela9795,2024-07-12T15:16:53Z,0,Isinya anak mipa semua ga sih ???
@nthreeachannel9424,2024-07-12T15:14:07Z,0,"Yesaya said : ga sebanding sama ujian di kampus , kegampangan gitu 🤭🤭"
@ramaCHaos,2024-07-12T15:12:39Z,0,Orang kok pintar bgt😅
@digitaltuntas,2024-07-12T15:12:01Z,0,"Baru nonton episode pertama dan gua merasa merinding lihat teman-teman seumuran yang udah jauh di depan. Keren dan berprestasi. Asik lihatnya. Apalagi opini masing-masing peserta yang bijak, bersemangat, dan penuh makna. Jadi makin menarik.

Semoga jadi motivasi bagi kita semua."
@abisekawahyu942,2024-07-12T15:10:19Z,0,Nah harusnya yg disorot anak2 muda yg berprestasi bukan yg joget2 tiktok doang bsa kebeli rmh mobil
@ainunmardiyah-in8sd,2024-07-12T15:10:15Z,1,"Semoga nanti anak ku (Muhammad Alif AR-Rashid yg Skrng duduk di kelas 2 SD ) bisa seperti orang2 hebat ini…aamiin…ini adalah tontonan yg bermanfaat banget buat saya sebagai org tua..yg mengundang semangat Untuk menyemangati dan ikut membantu pembelajaran anak agar anak mampu mempelajari bidang yg dia cintai dan sukai…semangat anak2 pintar..yg terpenting ada lh bagaimana usaha mu,,usaha mu..dan berdoa…untuk menjadi juara…bismillah😊🙏"
@eyaprecious4689,2024-07-12T15:03:28Z,0,Please please please pleaseeeee addd eng subbbbb pleasee😭😭😭😭😭
@gothicGirl202314,2024-07-12T15:02:08Z,1,"Mereka yang tanding, gue yang stress."
@hendrawijayanto7971,2024-07-12T15:01:02Z,0,"gw sampe nangis nonton acara ini, seneng liat orang pinter pinter"
@zulfadilahUlfa,2024-07-12T15:00:18Z,0,Keren.
@RaraaSafira,2024-07-12T14:58:56Z,0,Keren si ini
@Ilham-0330,2024-07-12T14:58:04Z,0,Keren Ruangguru aku mau jadi the next champions❤❤❤
@Varl.archive991,2024-07-12T14:56:49Z,0,Aku masih sd tapi termotivasi 🤗
@arimukri9761,2024-07-12T14:56:18Z,0,Acara yg sangat super seru asik
@megawidyanti9570,2024-07-12T14:55:49Z,0,Ikut deg degan😂
@deniindrawan228,2024-07-12T14:54:59Z,0,Shakira sih gg banget
@farreleka9531,2024-07-12T14:51:40Z,0,Tim yg dari podcast nya Densu lgsung kesini.. dan ini tuh keren bgt bgt ❤❤
@latifatulummah0110,2024-07-12T14:47:52Z,0,Kok aq yg ngrasa sombong.. 😂😂
@maisarahmai9599,2024-07-12T14:46:58Z,0,Kalau liat begini jadi sedih balik lagi menilik program zonasi 😔
@pilusganz3005,2024-07-12T14:43:49Z,0,Gw yng udah pusing nonton kek gini malah tambah pusing dah lah derita orang gak hafal al jabar
@fazaliazahra8641,2024-07-12T14:43:43Z,5,Yang bilang takut dihujat. Emang ada yang hujat org org yang galolos ya ? Mereka udh masuk ke acara ini aja udh hebat berarti tandanya mereka emang terpilih org pinter
@respaji,2024-07-12T14:33:32Z,1,"Besar harapan acara seperti ini, cerdas cermat dulu, who wants to be a millionaire, dan kuis² mencerdaskan ada kembali di Negeri ini.

Tapi pupus sudah karena 58% penghuninya gak butuh pendidikan untuk kecerdasan lebih butuh sogokan bansos dan makan gratis"
@norlinalina2056,2024-07-12T14:27:49Z,0,"Keren bangett,, senag sekali nonton yang beginii❤❤"
@stennyansyh,2024-07-12T14:21:55Z,0,Kalo gw udah surrender soal begitu :'(((((((
@user-yw4zl6gb9b,2024-07-12T14:19:08Z,0,Aku bukan org pinter tapi suka.banget nonton org pinter cepat tepat seperti ini
@user-cs9ge9kp4f,2024-07-12T14:16:53Z,0,kalian makanannya apaan si 😂😂
@dedyrizkiawanahmad1737,2024-07-12T14:13:10Z,0,HR Recruiter sedang memantau...
@peachyyjahe,2024-07-12T14:11:49Z,0,"Rada sedih liat ini, anak indonesia pinter2. Tp kok org pemerintahan agak laen 😢"
@triwulandari1743,2024-07-12T14:08:19Z,0,Ini baru show dan tonton berfaedah mengasah ilmu pengetahuan dan penerapan.lanjut trus acara kaya gini agar bisa memotivasi anak anak Indonesia lebih giat belajar
@triwulandari1743,2024-07-12T14:08:05Z,0,Ini baru show dan tonton berfaedah mengasah ilmu pengetahuan dan penerapan.lanjut trus acara kaya gini agar bisa memotivasi anak anak Indonesia lebih giat belajar
@ainormri3685,2024-07-12T14:06:37Z,0,w aja yang di rumah merinding apalagi mereka yang langsung disana
@yours13124,2024-07-12T14:03:33Z,0,Yg gagal gpp kalian tetap terhebat 🫶🏻
@RosiRahayu-s2b,2024-07-12T14:03:18Z,0,Seruuuuu
@zainoen8821,2024-07-12T13:54:12Z,0,"Acara yg positif, ditengah serbuan acara yg hura2 dan ga mutu. Semoga makin banyak lagi program2 seperti ini yg menyasar intelegencia lainnya (EQ dll) 

Ingat dulu adanya lomba cerdas cermat dan kelopencapir generasi 90n..."
@mookervaart,2024-07-12T13:53:39Z,0,🎉🎉
@noya_cahya,2024-07-12T13:44:42Z,0,Dulu langganan remedial tapi suka banget nontonin kegiatan orang pinter😂😂😂
@shazhu3346,2024-07-12T13:43:52Z,0,Syng bgt rea ma Nana ngundurin diri
@IvanderGilJulian,2024-07-12T13:42:42Z,1,Anak' pinter diantara yg paling pinter❤❤
@idebermainbusya,2024-07-12T13:37:51Z,0,"Ini kayak variety show  University War di Korsel, cuma bedanya di Korsel satu univ satu kelompok g individu"
@fidiazurli1743,2024-07-12T13:26:46Z,0,Harusnya kayak gini viral 😭😭😭😭 keren banget masyaAllah anakku selanjutnyaaaa
@sultandantachanel9428,2024-07-12T13:25:24Z,0,Dsni pinter smua cuux .. g ad yg bodoh .  Cm karma pake waktu aj .. . Kl dri segi otak rata ni ank ank
@raniapriliautami7397,2024-07-12T13:23:58Z,0,Astaga.. Ngelihat kalian semangat utk hitung aja udah hebat banget. Kalau aku pasti langsung pingsan sebelum mulai 😂. Yang pulang itu tetap dengan kebanggan ❤🎉
@kitty_cathy,2024-07-12T13:22:55Z,0,"15:16
22:23
27:06
34:08
37:48"
@sultandantachanel9428,2024-07-12T13:21:23Z,0,Semoga anak anak kita kelak bisa sepintar anak anak ini . Amiin ya Allh
@Al-zw5ko,2024-07-12T13:20:14Z,0,"1 kata.. ""keren"""
@raniapriliautami7397,2024-07-12T13:18:33Z,0,Maty anxietyku meronta 😂
@mirnanda2482,2024-07-12T13:17:07Z,0,"mereka yang ngerjain ,kok kepala aku yg pusing liat soalnya 😂"
@abuhanifah5839,2024-07-12T13:16:02Z,0,Semoga orang² cerdas ini nantix bisa kerja dengan layak..
@irawatiyuliasari3801,2024-07-12T13:12:39Z,0,INDONESIA BUTUH BGT ACARA GINII!!!🔥🔥
@mamaallea6203,2024-07-12T13:11:53Z,0,Semoga 3 anak2 ku pintar seperti kk2 ini. Utamakan pendidikan nya 😊
@anggunwahyuu,2024-07-12T13:08:29Z,0,Keren keren banget ❤
@yiyinsusana4109,2024-07-12T13:08:27Z,0,Pengagum orang² pintar
@lailarizkid3515,2024-07-12T13:07:18Z,0,Nontonnya sambil sholawatin 😇😇😇
@zrilll_3324,2024-07-12T13:06:07Z,0,"jarang² di indonesia ada acara gini, teruskann mantep ini"
@user-pq2op3zw1m,2024-07-12T12:55:16Z,0,"Yg kayak gini wajib viral,,asli kalian keren bngt🔥🔥🔥🔥"
@meamai3610,2024-07-12T12:54:00Z,0,"Merinding, semoga suatu hari anak cucuku bisa jadi salah satu seperti mereka. Amin"
@igedeakiraiswara3784,2024-07-12T12:52:09Z,0,"Yang nonton coc demi liat Xaviera,Sandy ☝️"
@missliya96,2024-07-12T12:43:45Z,0,Asli acara terkren si ini 🔥🔥 ruangguru the best emang 👍
@andreasstefanus6570,2024-07-12T12:39:00Z,2,"Setelah melihat ini, Saya yakin 100% Indonesia tidak kekurangan orang pintar, tapi kekurangan orang jujur"
@fridaainurrosalina9059,2024-07-12T12:38:02Z,0,Jangan takut lycaa yang hujat pasti lebih bodoh😅
